header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Capacity,error
Gebouw I - vierde verdieping (Bouwnr. 21),2202 GV Noordwijk (ZH)        ,https://www.funda.nl/en/koop/noordwijk-zh/appartement-88805620-gebouw-i-vierde-verdieping-bouwnr-21/?navigateSource=resultlist,20220127_213941,"€ 4,900,000 vrij op naam","€ 15,961    The asking price per m² (€ 4,900,000) is calculated by dividing the asking price of the home by the living area (307 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,"Brandveiligheid, politiekeurmerk and woningborg garantiecertificaat",Living area307 m²Exterior space attached to the building27 m²,307 m²,27 m²,"1,013 m³",4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"2 baths, 2 showers and 2 toilets",1 story,5th floor,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,"In center, unobstructed surrounding view and seaview",Sun terrace,Built-in,"Garage, built-in and underground parking",2 cars,no
