header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
Regimentwoningen (Bouwnr. 28),3894 Zeewolde        ,https://www.funda.nl/en/koop/zeewolde/huis-41310618-regimentwoningen-bouwnr-28/?navigateSource=resultlist,20220127_220929,"€ 325,000 vrij op naam","€ 2,559    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2021,Gable roof covered with roof tiles,GIW Waarborgcertificate and woningborg garantiecertificaat,Living area127 m²,127 m²,450 m³,5 rooms (3 bedrooms),1 separate toilet,3 stories,"Optical fibre, mechanical ventilation, passive ventilation system and solar collectors",A        What does this mean?,Completely insulated,District heating,District heating,In residential district and unobstructed surrounding view,Back garden,Detached wooden storage,Parking on private property and public parking,no
