header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
Hoornblad type I (Bouwnr. 30),2142 GD Cruquius        ,https://www.funda.nl/en/koop/cruquius/huis-42474824-hoornblad-type-i-bouwnr-30/?navigateSource=resultlist,20220129_014343,"€ 625,000 vrij op naam","€ 4,562    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Desirable residence/villa, corner house",New property,2022,Flat roof,Politiekeurmerk and woningborg garantiecertificaat,Living area137 m²,137 m²,202 m²,504 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,"Balanced ventilation system, optical fibre and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,"On the edge of a forest, In wooded surroundings and in residential district","Back garden, front garden and side garden",Built-in,Public parking,no
