header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Ysselsteinstraat 3 A,5212 TR Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42674519-van-ysselsteinstraat-3-a/?navigateSource=resultlist,20220201_110542,"€ 355,000 kosten koper","€ 4,226    The asking price per m² (€ 355,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 88.92 per month,Maisonnette (apartment),Resale property,1938,Living area84 m²Exterior space attached to the building12 m²,84 m²,12 m²,287 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,1st floor,D        What does this mean?,Mostly double glazed,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",Full ownership,In residential district,Balcony present,Yes,Yes,Yes (€ 88.92 per month),Yes,Yes,Yes,no
