header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Garden,Shed / storage,Type of parking facilities,error
Vierambachtenstraat 10,4561 WP Hulst        ,https://www.funda.nl/en/koop/hulst/huis-88023891-vierambachtenstraat-10/?navigateSource=resultlist,20220129_181236,"€ 165,000 kosten koper","€ 1,964    The asking price per m² (€ 165,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1958,Renovation project,Combination roof covered with asphalt roofing and roof tiles,Living area84 m²Other space inside the building16 m²,84 m²,16 m²,153 m²,344 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,Rolldown shutters,G        What does this mean?,Mostly double glazed,Gas heaters,Gas water heater,153 m²,Back garden and front garden,Attached brick storage,Public parking,no
