header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Hot water,Location,Balcony/roof garden,Shed / storage,Insulation.1,Type of garage,Capacity,error
Muiderlaan,1087 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41823648-muiderlaan/?navigateSource=resultlist,20220129_042252,"€ 390,000 vrij op naam","€ 5,000    The asking price per m² (€ 390,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Double ground-floor apartment (apartment),New property,2020,Flat roof covered with asphalt roofing,Living area78 m²Exterior space attached to the building15 m²External storage space5 m²,78 m²,15 m²,5 m²,220 m³,3 rooms (2 bedrooms),1 story,4th floor,A+++        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Geothermal heating,On navigable waterway and alongside water,Balcony present,Storage box,Completely insulated,Built-in and underground parking,1 car,no
