header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,error
Hooghagen 20,3078 BA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42525056-hooghagen-20/?navigateSource=resultlist,20220126_010544,"€ 449,000 kosten koper","€ 3,838    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2006,Living area117 m²Exterior space attached to the building22 m²External storage space7 m²,117 m²,22 m²,7 m²,163 m²,310 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,A        What does this mean?,Completely insulated,CH boiler,Solar boiler,Agpo Ferroli ( combination boiler from 2020),163 m²,Full ownership,no
