header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Side garden,Balcony/roof garden,Type of garage,error
F C Kuijperstraat 5,3761 EG Soest        ,https://www.funda.nl/en/koop/soest/huis-41745977-f-c-kuijperstraat-5/?navigateSource=resultlist,20220130_115750,"€ 342,500 kosten koper","€ 2,903    The asking price per m² (€ 342,500) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,"Single-family home, double house",Resale property,1910,Mansard roof covered with roof tiles,Living area118 m²Other space inside the building9 m²Exterior space attached to the building44 m²,118 m²,9 m²,44 m²,128 m²,476 m³,4 rooms (2 bedrooms),2 bathrooms,Bath and 2 toilets,2 stories and a basement,D        What does this mean?,Double glazing,CH boiler,CH boiler,128 m²,Full ownership,Alongside a quiet road and rural,Side garden,"34 m² (15 meter deep and 2,25 meter broad)",Roof terrace present,Parking place,no
