header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of parking facilities,Capacity,Acceptance,Status,error
Bernhardstraat,1741 CW Schagen        ,https://www.funda.nl/en/koop/schagen/parkeergelegenheid-88042493-bernhardstraat/?navigateSource=resultlist,20220129_053254,"€ 13,500 kosten koper","January 21, 2022",Parking place,1,Available in consultation,Available,no
