header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Ownership situation,Garden,error
De Klieve 17,9695 BD Bellingwolde        ,https://www.funda.nl/en/koop/bellingwolde/huis-88019796-de-klieve-17/?navigateSource=resultlist,20220128_070751,"€ 199,000 kosten koper","€ 1,877    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 199,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1978,Gable roof,Living area106 m²,106 m²,353 m²,315 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories,C        What does this mean?,Double glazing,CH boiler,353 m²,Full ownership,Surrounded by garden,no
