header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
1e Kekerstraat 21,1104 VA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88902217-1e-kekerstraat-21/?navigateSource=resultlist,20220129_071108,"€ 375,000 kosten koper","€ 4,076    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,€ 114.28 per month,Upstairs apartment (apartment),Resale property,2007,Flat roof covered with asphalt roofing,Living area92 m²Exterior space attached to the building7 m²External storage space4 m²,92 m²,7 m²,4 m²,280 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,Elevator and mechanical ventilation,A        What does this mean?,Energy efficient window and completely insulated,Long-term lease,Storage box,Parking on gated property,Yes,Yes,Yes (€ 114.28 per month),Yes,Yes,Yes,no
