header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Burgemeester Prinsensingel 9,4701 HH Roosendaal        ,https://www.funda.nl/en/koop/roosendaal/huis-42680279-burgemeester-prinsensingel-9/?navigateSource=resultlist,20220128_013317,"€ 399,000 kosten koper","€ 2,558    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1951,Gable roof covered with roof tiles,Living area156 m²Other space inside the building6 m²Exterior space attached to the building1 m²External storage space6 m²,156 m²,6 m²,1 m²,6 m²,155 m²,567 m³,6 rooms (5 bedrooms),4 stories,C        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2004, in ownership",155 m²,Full ownership,In center,Back garden,Detached brick storage,Public parking,no
