header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bergweg 301 A,3037 EN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88038774-bergweg-301-a/?navigateSource=resultlist,20220126_010938,"€ 225,000 kosten koper","€ 3,879    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 93.19 per month,Ground-floor apartment (apartment with open entrance to street),Resale property,Before 1906,Living area58 m²,58 m²,145 m³,1 room,1 story,Ground floor,Not available,Full ownership,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 93.19 per month),No,No,Yes,no
