header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dommeringdreef 89,3562 AN Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42680874-dommeringdreef-89/?navigateSource=resultlist,20220131_162019,"€ 350,000 kosten koper","€ 3,333    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 286.07 per month,Apartment with shared street entrance (apartment),Resale property,1965,Living area105 m²Exterior space attached to the building5 m²External storage space6 m²,105 m²,5 m²,6 m²,333 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,F        What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,"Alongside park, alongside a quiet road and in residential district",Balcony present,Storage box,Electricity,Public parking,Yes,Yes,Yes (€ 286.07 per month),Yes,Yes,Yes,no
