header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,error
Wonderwoods - Appartementen 02.19.06,3521 CB Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42442312-wonderwoods-appartementen-021906/?navigateSource=resultlist,20220131_161710,"€ 435,000 vrij op naam","€ 7,500    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area58 m²Exterior space attached to the building9 m²,58 m²,9 m²,162 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,19th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat recovery unit",District heating,In center,Balcony present,Underground parking,no
