header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westerstraat 260 2,1015 MT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88038975-westerstraat-260-2/?navigateSource=resultlist,20220130_124300,"€ 400,000 kosten koper","€ 9,524    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (42 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 65 per month,"January 18, 2022",Available,Available in consultation,€ 65.40 per month,Upstairs apartment (apartment),Resale property,1939,Living area42 m²Exterior space attached to the building2 m²,42 m²,2 m²,139 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,2nd floor,Mechanical ventilation and TV via cable,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 65.40 per month),Yes,Yes,Yes,no
