header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Livingstonelaan 680,3526 JG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88973847-livingstonelaan-680/?navigateSource=resultlist,20220131_154624,"€ 325,000 kosten koper","€ 4,643    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),Resale property,1965,Flat roof covered with asphalt roofing,Living area70 m²Exterior space attached to the building5 m²External storage space7 m²,70 m²,5 m²,7 m²,223 m³,3 rooms (2 bedrooms),1 story,2nd floor,B        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,Electricity,Yes,Yes,Yes,Yes,Yes,Yes,no
