header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Begoniastraat 6 A,1031 GM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41234901-begoniastraat-6-a/?navigateSource=resultlist,20220131_002445,"€ 435,000 kosten koper","€ 6,397    The asking price per m² (€ 435,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Upstairs apartment,New property,2021,Gable roof covered with roof tiles,SWK garantiecertificaat,Living area68 m²Exterior space attached to the building2 m²,68 m²,2 m²,204 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Mechanical ventilation and TV via cable,Not available,Completely insulated,CH boiler,CH boiler,Alongside a quiet road and in residential district,Paid parking and resident's parking permits,No,No,No,No,No,No,no
