header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westerstraat 14 1+2,1015 MJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42523327-westerstraat-14-1-2/?navigateSource=resultlist,20220130_215736,"€ 1,295,000 kosten koper","€ 8,248    The asking price per m² (€ 1,295,000) is calculated by dividing the asking price of the home by the living area (157 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Mezzanine (apartment),Resale property,1913,Living area157 m²,157 m²,480 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,2 baths and toilet,3 stories,1st floor,"Mechanical ventilation, passive ventilation system and TV via cable",Not available,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired, in ownership)",Full ownership,Full ownership,In residential district,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
