header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities,error
Lage Zegstraat Bouwnummer 5,4735 SX Zegge        ,https://www.funda.nl/en/koop/zegge/huis-41103641-lage-zegstraat-bouwnummer-5/?navigateSource=resultlist,20220129_042142,"€ 416,000 vrij op naam","€ 2,600    The asking price per m² (€ 416,000) is calculated by dividing the asking price of the home by the living area (160 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,2021,Gable roof covered with roof tiles,Living area160 m²External storage space17 m²,160 m²,17 m²,271 m²,569 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,A        What does this mean?,Completely insulated,"Geothermal heating, complete floor heating, heat recovery unit and heat pump",Water heater,271 m² (part of parcel),Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,"130 m² (13,25 meter deep and 9,8 meter broad)",Located at the northwest accessible via the rear,Attached brick garage,1 car,Electricity,no
