header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Persijnstraat 1 A,3021 RT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42539331-persijnstraat-1-a/?navigateSource=resultlist,20220126_171834,"€ 425,000 kosten koper","€ 3,484    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,€ 174.00 per month,Maisonnette (apartment),Resale property,1925,Living area122 m²Exterior space attached to the building4 m²,122 m²,4 m²,425 m³,5 rooms (4 bedrooms),2 separate toilets,2 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,Remeha (gas-fired combination boiler from 2011),In residential district,Balcony present,Public parking,Yes,Yes,Yes (€ 174.00 per month),Yes,Yes,Yes,no
