header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zocherstraat 51 II,1054 LT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42444454-zocherstraat-51-ii/?navigateSource=resultlist,20220130_205611,"€ 575,000 kosten koper","€ 9,274    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 130 per month,4 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1920,Protected townscape or village view (permit needed for alterations),Living area62 m²Exterior space attached to the building4 m²,62 m²,4 m²,173 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,D        What does this mean?,Energy efficient window,CH boiler,CH boiler,"Remeha Avanta 28 C (2011, in ownership)",Full ownership,"Alongside park, alongside a quiet road and in center",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
