header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Stadswoning - Type A-kop (Bouwnr. 222),1033 NL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42513536-stadswoning-type-a-kop-bouwnr-222/?navigateSource=resultlist,20220130_181313,"€ 562,379 vrij op naam","€ 3,989    The asking price per m² (€ 562,379) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",New property,2022,Flat roof,SWK garantiecertificaat,Living area141 m²,141 m²,367 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Sliding door and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,In residential district,Detached wooden storage,Electricity,No insulation,Public parking,no
