header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Shed / storage,Type of parking facilities,error
Sleewijkstraat 65,1107 TT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42541973-sleewijkstraat-65/?navigateSource=resultlist,20220129_060807,"€ 375,000 kosten koper","€ 3,440    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1983,Gable roof covered with roof tiles,Living area109 m²External storage space6 m²,109 m²,6 m²,129 m²,378 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Passive ventilation system and TV via cable,C            1.45What does this mean?,Partly double glazed,CH boiler,CH boiler,"Intergas (gas-fired from 2006, in ownership)",129 m²,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  01-12-2045),Paid until 01-12-2045,Back garden and front garden,Detached brick storage,Public parking,no
