header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Mooienhof 65,7512 EE Enschede        ,https://www.funda.nl/en/koop/enschede/appartement-42683680-mooienhof-65/?navigateSource=resultlist,20220129_005404,"€ 398,000 kosten koper","€ 3,755    The asking price per m² (€ 398,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 27, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2008,Flat roof covered with asphalt roofing,Living area106 m²External storage space4 m²,106 m²,4 m²,344 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,28 stories,8th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,Full ownership,In center and unobstructed surrounding view,Storage box,Electricity,Underground parking,Paid parking and parking on private property,No,No,No,No,No,No,no
