header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Bep van Klaverenboulevard 40,1034 WP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88035519-bep-van-klaverenboulevard-40/?navigateSource=resultlist,20220130_235359,"€ 410,000 kosten koper","€ 4,100    The asking price per m² (€ 410,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 135.00 per month,Maisonnette (apartment),Resale property,1995,Living area100 m²,100 m²,325 m³,4 rooms (3 bedrooms),2 stories,1st floor,"Outdoor awning, mechanical ventilation and rolldown shutters",C        What does this mean?,Double glazing,CH boiler and possibility for fireplace,Electrical boiler,Long-term lease,In residential district,No,No,No,No,No,No,no
