header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Willebrordusplein 12 bwnr 1,3037 TD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-87737318-willebrordusplein-12-bwnr-1/?navigateSource=resultlist,20220126_010232,"€ 380,000 vrij op naam","€ 5,205    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 380,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Under option,Available in consultation,"Single-family home, corner house (residential property facing inner courtyard)",New property,2022,Woningborg garantiecertificaat,Living area73 m²,73 m²,389 m²,258 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,Mechanical ventilation and solar panels,Not available,Completely insulated,"Electric heating, complete floor heating and heat pump",389 m²,Full ownership,Sheltered location and in residential district,Front garden,Detached wooden storage,Electricity,Paid parking and public parking,no
