header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Garden,Back garden,Garden location,Type of parking facilities,error
Scherpenzeelseweg 35 a,7471 GN Goor        ,https://www.funda.nl/en/koop/goor/huis-88017800-scherpenzeelseweg-35-a/?navigateSource=resultlist,20220128_232734,"€ 315,000 vrij op naam","€ 2,716    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Single-family home, corner house",New property,2022,Gable roof covered with roof tiles,Living area116 m²,116 m²,353 m²,404 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Solar panels,A        What does this mean?,"Roof insulation, floor insulation and completely insulated",Complete floor heating and heat pump,353 m²,Back garden and front garden,"73 m² (7,53 meter deep and 9,68 meter broad)",Located at the southwest accessible via the rear,Public parking,no
