header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,error
Korendijk,3079 PW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-48337188-korendijk/?navigateSource=resultlist,20220126_004355,"€ 10,000 kosten koper","€ 12,500 kosten koper",€ 16 per month,6+ months,Available,Available in consultation,Parking place,Resale property,1,Full ownership,no
