header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boeroestraat 82,1095 WB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88871123-boeroestraat-82/?navigateSource=resultlist,20220130_180541,"€ 299,000 kosten koper","€ 7,119    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (42 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 325,000 kosten koper",€ 100 per month,5 months,Sold under reservation,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1990,Living area42 m²,42 m²,129 m³,2 rooms (1 bedroom),1 story,4th floor,C        What does this mean?,Full ownership,In residential district,Yes,No,No,No,No,No,no
