header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cornelis Houtmanstraat 100,2593 RK Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42677803-cornelis-houtmanstraat-100/?navigateSource=resultlist,20220131_202634,"€ 289,500 kosten koper","€ 4,136    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (70 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Residential property with shared street entrance (apartment),Resale property,1953,Flat roof,Living area70 m²Exterior space attached to the building4 m²External storage space5 m²,70 m²,4 m²,5 m²,230 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,Balcony present,Storage box,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
