header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Hobbemastraat 46,8932 LC Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-88021282-hobbemastraat-46/?navigateSource=resultlist,20220130_141451,"€ 289,500 kosten koper","€ 2,373    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1930,Gable roof covered with roof tiles,Living area122 m²Other space inside the building12 m²,122 m²,12 m²,110 m²,488 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Skylight, optical fibre and TV via cable",F        What does this mean?,"Roof insulation, double glazing, energy efficient window and insulated walls",CH boiler,CH boiler,"Vaillant ( combination boiler from 2021, in ownership)",110 m²,Full ownership,In residential district,Back garden and front garden,30 m² (6 meter deep and 5 meter broad),Located at the west,Public parking,no
