header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Smalle Haven 135,5211 TK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42526657-smalle-haven-135/?navigateSource=resultlist,20220201_112434,"€ 1,050,000 kosten koper","€ 4,688    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (224 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Desirable residence/villa, row house",Resale property,1926,Monumental building,Gable roof covered with roof tiles,Living area224 m²Other space inside the building22 m²Exterior space attached to the building75 m²,224 m²,22 m²,75 m²,148 m²,810 m³,5 rooms (3 bedrooms),1 bathroom,Shower and toilet,4 stories,F        What does this mean?,CH boiler,CH boiler,"Combi Nefit (gas-fired combination boiler from 2000, in ownership)",148 m²,Full ownership,"Alongside a quiet road, alongside water, in center and unobstructed surrounding view",Side garden,Roof terrace present,Parking garage,no
