header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Elements - Factory (Bouwnr. 2305),2035 VA Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-41180333-elements-factory-bouwnr-2305/?navigateSource=resultlist,20220129_001016,"€ 595,000 vrij op naam","€ 3,067    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (194 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 295 per month,6+ months,Available,Available in consultation,Upstairs apartment,New property,2022,Living area194 m²Other space inside the building6 m²,194 m²,6 m²,679 m³,1 room,6 stories,3rd floor,B        What does this mean?,Completely insulated,Parking on private property,No,No,No,No,No,No,no
