header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Tuinen van Genta fase 2 (Bouwnr. 77),4817 MR Breda        ,https://www.funda.nl/en/koop/breda/huis-41300915-tuinen-van-genta-fase-2-bouwnr-77/?navigateSource=resultlist,20220129_014355,"€ 480,000 vrij op naam","€ 3,179    The asking price per m² (€ 480,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2023,Flat roof,Living area151 m²Other space inside the building5 m²,151 m²,5 m²,40 m²,398 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories and a attic,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Back garden,"52 m² (11,5 meter deep and 4,5 meter broad)",Located at the south accessible via the rear,Built-in,Electricity,Completely insulated,Parking garage,no
