header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of parking facilities,error
Vijverhofwoning (Bouwnr. 67),3135 BT Vlaardingen        ,https://www.funda.nl/en/koop/vlaardingen/huis-42654634-vijverhofwoning-bouwnr-67/?navigateSource=resultlist,20220128_140812,"€ 535,000 vrij op naam","€ 3,849    The asking price per m² (€ 535,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, row house",New property,After 2020,SWK garantiecertificaat,Living area139 m²,139 m²,115 m²,488 m³,7 rooms (5 bedrooms),2 stories and a attic,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside park and in residential district,Back garden,Detached wooden storage,Public parking,no
