header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Shed / storage,Type of parking facilities,error
Hoogstraat 30,3552 XM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42670859-hoogstraat-30/?navigateSource=resultlist,20220131_153130,"€ 439,000 kosten koper","€ 4,480    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1919,Gable roof covered with roof tiles,Living area98 m²External storage space7 m²,98 m²,7 m²,80 m²,341 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2013, in ownership)",80 m²,Ownership encumbered with long-term leaset,Bought off for eternity,Alongside a quiet road and in residential district,Back garden,Detached brick storage,Public parking,no
