header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Tip Maruggstraat 15,1087 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42663256-tip-maruggstraat-15/?navigateSource=resultlist,20220130_235411,"€ 620,393 vrij op naam","€ 5,044    The asking price per m² (€ 620,393) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Upstairs apartment (apartment),New property,2022,Living area123 m²Exterior space attached to the building10 m²,123 m²,10 m²,369 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,1st floor,"Elevator, solar collectors and solar panels",A        What does this mean?,Triple glazed and completely insulated,Complete floor heating and heat pump,Alongside park and in residential district,Balcony present,Parking place,Parking garage,no
