header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pieter Calandlaan 387,1068 NK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42522876-pieter-calandlaan-387/?navigateSource=resultlist,20220130_212828,"€ 395,000 kosten koper","€ 4,877    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 214 per month,2 months,Under offer,Available in consultation,€ 214.05 per month,Galleried apartment (apartment),Resale property,1965,Energie Prestatie Advies,Living area81 m²Exterior space attached to the building6 m²External storage space5 m²,81 m²,6 m²,5 m²,241 m³,3 rooms (2 bedrooms),2 stories,3rd floor,Elevator and rolldown shutters,A        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Municipal long-term lease,In residential district and unobstructed surrounding view,Balcony present,Storage box,Yes,Yes,Yes (€ 214.05 per month),Yes,Yes,Yes,no
