header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Markt 91,5401 EK Uden        ,https://www.funda.nl/en/koop/uden/appartement-42514322-markt-91/?navigateSource=resultlist,20220129_033417,"€ 275,000 kosten koper","€ 4,167    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 131 per month,2 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1986,Living area66 m²Exterior space attached to the building6 m²External storage space4 m²,66 m²,6 m²,4 m²,185 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,3rd floor,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In center,Balcony present,Storage box,Yes,Yes,Yes,Yes,Yes,Yes,no
