header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Doesburgstraat 23,5043 GA Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-88037878-doesburgstraat-23/?navigateSource=resultlist,20220130_135953,"€ 309,000 kosten koper","€ 2,554    The asking price per m² (€ 309,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1989,Gable roof,Living area121 m²External storage space10 m²,121 m²,10 m²,135 m²,425 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,"Bath, shower and toilet",2 stories and a attic,Alarm installation,C        What does this mean?,"Roof insulation, double glazing and insulated walls",District heating,135 m²,Full ownership,In residential district,Back garden and front garden,"47 m² (9,5 meter deep and 5 meter broad)",Located at the west accessible via the rear,no
