header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Area,Garden,error
Komijnstraat 5,1104 HP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88904053-komijnstraat-5/?navigateSource=resultlist,20220131_003826,"€ 525,000 kosten koper","€ 3,571    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2010,Living area147 m²External storage space7 m²,147 m²,7 m²,113 m²,496 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Jacuzzi, shower and toilet",3 stories,A+            1.20What does this mean?,113 m²,Back garden,no
