header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sint Liduinastraat 86 A,3117 CW Schiedam        ,https://www.funda.nl/en/koop/schiedam/appartement-42546089-sint-liduinastraat-86-a/?navigateSource=resultlist,20220128_135943,"€ 229,000 kosten koper","€ 2,101    The asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1921,Combination roof covered with other,Living area109 m²Exterior space attached to the building4 m²,109 m²,4 m²,410 m³,5 rooms (4 bedrooms),3 stories,2nd floor,Mechanical ventilation and TV via cable,D            1.67What does this mean?,Partly double glazed,CH boiler,CH boiler,In ownership,Municipal long-term lease (end date of long-term lease:  01-07-2086),Paid until 01-07-2037,"Alongside a quiet road, in residential district and freestanding location",Balcony present,Public parking,Yes,No,No,No,No,No,no
