header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Insulation,Type of parking facilities,error
Appartement S (Bouwnr. 44),1043 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42599914-appartement-s-bouwnr-44/?navigateSource=resultlist,20220130_182735,"€ 352,189 vrij op naam","€ 6,403    The asking price per m² (€ 352,189) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area55 m²,55 m²,155 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,4th floor,"Balanced ventilation system, outdoor awning, optical fibre, elevator and solar panels",A        What does this mean?,"District heating, complete floor heating and heat pump",District heating,"Alongside busy road, alongside park and in center",Sun terrace,"5 m² (1,7 meter deep and 3 meter broad)",Located at the south,Balcony present,Built-in,Electricity and running water,Completely insulated,Public parking,no
