header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,error
Urban Appartement (Bouwnr. 81),3011 CD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42515317-urban-appartement-bouwnr-81/?navigateSource=resultlist,20220126_165023,"€ 451,500 vrij op naam","€ 6,271    The asking price per m² (€ 451,500) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2024,Living area72 m²,72 m²,185 m³,3 rooms (2 bedrooms),1 story,6th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility and district heating,"In center, in residential district and unobstructed surrounding view",Built-in,no
