header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Hoenderkamp 5,9698 AK Wedde        ,https://www.funda.nl/en/koop/wedde/huis-88985476-hoenderkamp-5/?navigateSource=resultlist,20220128_070813,"€ 295,000 kosten koper","€ 2,092    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1930,Gable roof covered with roof tiles,Living area141 m²External storage space83 m²,141 m²,83 m²,"1,863 m²",570 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,G        What does this mean?,1.863 m²,Full ownership,Back garden and front garden,"1.450 m² (100 meter deep and 14,5 meter broad)",Located at the southwest,Detached brick storage,Detached brick garage,3 cars,Parking on private property,no
