header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Ownership situation,Garden,Sun terrace,Balcony/roof garden,Shed / storage,Insulation,Type of garage,Capacity,Facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Muraltplein 31 A,7271 AT Borculo        ,https://www.funda.nl/en/koop/borculo/appartement-88981034-muraltplein-31-a/?navigateSource=resultlist,20220130_125742,"€ 419,000 kosten koper","€ 1,798    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (233 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 450,000 kosten koper",€ 50 per month,2 months,Under offer,Available in consultation,Upstairs apartment,Resale property,1931,Gable roof covered with roof tiles,Living area233 m²Other space inside the building71 m²Exterior space attached to the building63 m²,233 m²,71 m²,63 m²,"1,030 m³",7 rooms (5 bedrooms),1 separate toilet,1 story,1st floor,C        What does this mean?,Full ownership,Sun terrace,"120 m² (9 meter deep and 5,5 meter broad)",Balcony present,Built-in,Double glazing,Attached brick garage,3 cars,Electricity and running water,No,No,No,No,No,No,no
