header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Marie van Eijsden-Vinkstraat 140,3066 JB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88977636-marie-van-eijsden-vinkstraat-140/?navigateSource=resultlist,20220126_003801,"€ 400,000 kosten koper","€ 3,448    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991-2000,Flat roof covered with asphalt roofing,Living area116 m²,116 m²,101 m²,400 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,"Air conditioning, mechanical ventilation, rolldown shutters, sliding door and TV via cable",B        What does this mean?,Gas heaters,CH boiler,101 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"30 m² (6,6 meter deep and 4,54 meter broad)",Located at the east accessible via the rear,Public parking,no
