header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Type of parking facilities,error
Stationsstraat 21,4551 EK Sas van Gent        ,https://www.funda.nl/en/koop/sas-van-gent/appartement-42666895-stationsstraat-21/?navigateSource=resultlist,20220128_010130,"€ 299,500 vrij op naam","€ 3,652    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Living area82 m²,82 m²,265 m³,3 rooms (2 bedrooms),1 bathroom,3 stories,1st floor,"Elevator, mechanical ventilation, passive ventilation system and TV via cable",Not available,Energy efficient window and completely insulated,CH boiler,CH boiler,"Remeha CW3 (gas-fired combination boiler from 2022, in ownership)",Alongside a quiet road and in residential district,Public parking,no
