header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Suze Robertsonstraat 47,1062 BV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88016822-suze-robertsonstraat-47/?navigateSource=resultlist,20220130_194245,"€ 325,000 kosten koper","€ 8,553    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (38 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,€ 88.00 per month,Upstairs apartment (apartment),Resale property,2015,Flat roof covered with asphalt roofing,Living area38 m²External storage space1 m²,38 m²,1 m²,128 m³,2 rooms (1 bedroom),4 stories,2nd floor,A        What does this mean?,District heating,Municipal long-term lease,Paid until 30-04-2064,Yes,Yes,Yes (€ 88.00 per month),Yes,Yes,Yes,no
