header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
De Veiling C,9603 HM Hoogezand        ,https://www.funda.nl/en/koop/hoogezand/huis-42652287-de-veiling-c/?navigateSource=resultlist,20220128_092621,"€ 335,000 vrij op naam","€ 3,350    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Under option,Available in consultation,"Bungalow, row house",New property,2022,Flat roof covered with asphalt roofing,Living area100 m²External storage space5 m²,100 m²,5 m²,227 m²,300 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Not available,"Roof insulation, energy efficient window, insulated walls, floor insulation and completely insulated",Heat pump,Electrical boiler,227 m²,Back garden and front garden,72 m² (8 meter deep and 9 meter broad),Located at the south,Detached wooden storage,Parking on private property,no
