header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
De Leng 8,5808 BS Oirlo        ,https://www.funda.nl/en/koop/oirlo/huis-42695930-de-leng-8/?navigateSource=resultlist,20220129_084457,"€ 35,000 kosten koper","€ 422    The asking price per m² (€ 35,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 448 per month,Today,Available,Available in consultation,"Bungalow, row house",Resale property,1994,Combination roof covered with asphalt roofing and roof tiles,Living area83 m²Exterior space attached to the building1 m²External storage space7 m²,83 m²,1 m²,7 m²,137 m²,296 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,C        What does this mean?,CH boiler,CH boiler,Intergas (gas-fired combination boiler from 2018),137 m² (part of parcel),Back garden and front garden,30 m² (5 meter deep and 6 meter broad),Located at the northeast accessible via the rear,Detached wooden storage,Public parking,no
