header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Facilities.1,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lederambachtstraat 188,1069 HK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42671799-lederambachtstraat-188/?navigateSource=resultlist,20220130_215130,"€ 300,000 kosten koper","€ 3,750    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 246 per month,2 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1963,Flat roof covered with asphalt roofing,Living area80 m²Exterior space attached to the building7 m²External storage space4 m²,80 m²,7 m²,4 m²,265 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,Optical fibre and TV via cable,A        What does this mean?,Double glazing,Communal central heating,Central facility,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-06-2053),Alongside a quiet road and in residential district,Storage box,Electricity,Yes,Yes,Yes,Yes,Yes,Yes,no
