header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Baden Powellweg 94,1069 LK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88994030-baden-powellweg-94/?navigateSource=resultlist,20220130_200309,"€ 385,000 kosten koper","€ 4,583    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (84 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 173 per month,2 months,Sold under reservation,Available in consultation,€ 172.58 per month,Upstairs apartment (apartment),Resale property,1993,Living area84 m²Exterior space attached to the building8 m²External storage space5 m²,84 m²,8 m²,5 m²,268 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,6 stories,4th floor,Elevator,C        What does this mean?,CH boiler,2010,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Storage box,Public parking,Yes,Yes,Yes (€ 172.58 per month),Yes,Yes,Yes,no
