header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
St.-Jacobsstraat 307,3511 BP Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88031413-st-jacobsstraat-307/?navigateSource=resultlist,20220131_155444,"€ 420,000 kosten koper","€ 5,122    The asking price per m² (€ 420,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 240.00 per month,Residential property with shared street entrance (apartment),Resale property,1955,Flat roof covered with asphalt roofing,Living area82 m²Exterior space attached to the building7 m²External storage space7 m²,82 m²,7 m²,7 m²,262 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,C        What does this mean?,Partly double glazed,District heating,Full ownership,In center,Balcony present,Storage box,"Paid parking, parking garage and resident's parking permits",Yes,Yes,Yes (€ 240.00 per month),Yes,Yes,Yes,no
