header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Anna Paulownastraat 30 A,2518 BE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42518663-anna-paulownastraat-30-a/?navigateSource=resultlist,20220131_221658,"€ 895,000 kosten koper","€ 5,927    The asking price per m² (€ 895,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,Ground-floor + upstairs apartment (apartment),Resale property,1880,Protected townscape or village view (permit needed for alterations),Living area151 m²Exterior space attached to the building38 m²,151 m²,38 m²,607 m³,4 rooms (3 bedrooms),2 separate toilets,2 stories,Ground floor,Elevator,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"HR-107 ( combination boiler from 2021, in ownership)",Full ownership,In center,Patio/atrium and location,Parking on private property,Yes,No,No,No,No,Yes,no
