header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,error
Sallandlaan 46,5628 AN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42661189-sallandlaan-46/?navigateSource=resultlist,20220201_001745,"€ 300,000 kosten koper","€ 2,941    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1968,Living area102 m²Exterior space attached to the building14 m²External storage space8 m²,102 m²,14 m²,8 m²,117 m²,380 m³,5 rooms (1 bedroom),1 bathroom,Shower and toilet,3 stories,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, lease)",117 m²,Full ownership,In residential district,Back garden and front garden,Detached brick storage,no
