header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Shed / storage,Facilities,Type of garage,Type of parking facilities,error
Wimpelplantsoen 426,1319 ED Almere        ,https://www.funda.nl/en/koop/almere/appartement-88974831-wimpelplantsoen-426/?navigateSource=resultlist,20220129_202058,"€ 382,500 vrij op naam","€ 5,100    The asking price per m² (€ 382,500) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Maisonnette,New property,2022,Flat roof,Living area75 m²External storage space5 m²,75 m²,5 m²,225 m³,2 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,3rd floor,A++++        What does this mean?,District heating,Central facility,Storage box,Electricity,Underground parking,Parking garage,no
