header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
De Moerkens 22,4614 GS Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-42666619-de-moerkens-22/?navigateSource=resultlist,20220128_055934,"€ 575,000 kosten koper","€ 3,324    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (173 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Available,Available in consultation,"Bungalow, detached residential property",Resale property,1977,Living area173 m²Exterior space attached to the building21 m²,173 m²,21 m²,543 m²,610 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",2 stories,C        What does this mean?,CH boiler and hot air heating,CH boiler,Gas-fired combination boiler,543 m²,Full ownership,Surrounded by garden,Attached brick garage,1 car,Parking on private property,no
