header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Insulation,Hot water,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Type of garage,Capacity,error
Unolaan 11,6413 CT Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-41317494-unolaan-11/?navigateSource=resultlist,20220129_161729,"€ 779,000 kosten koper","€ 2,513    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 779,000) is calculated by dividing the asking price of the home by the living area (310 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 829,000 kosten koper",6+ months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1992,Living area310 m²Other space inside the building84 m²Exterior space attached to the building8 m²External storage space13 m²,310 m²,84 m²,8 m²,13 m²,"1,380 m²","1,650 m³",6 rooms (3 bedrooms),2 separate toilets,3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,1.380 m²,Full ownership,Surrounded by garden,Balcony present,Detached wooden storage,Built-in,2 cars,no
