header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Area,error
Dr Schaepmanlaan 15,5615 EA Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88803837-dr-schaepmanlaan-15/?navigateSource=resultlist,20220201_014300,"€ 6,750,000 kosten koper","€ 10,940    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 6,750,000) is calculated by dividing the asking price of the home by the living area (617 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Available,Available in consultation,"Villa, detached residential property",Resale property,1931-1944,Living area617 m²Other space inside the building83 m²Exterior space attached to the building36 m²External storage space20 m²,617 m²,83 m²,36 m²,20 m²,"1,880 m²","2,827 m³",13 rooms (9 bedrooms),4 bathrooms and 1 separate toilet,"Bath, 4 showers and 2 toilets",3 stories and a basement,Alarm installation and swimming pool,G        What does this mean?,1.880 m²,no
