header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,error
Reyckenborg 57,6228 CT Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88988397-reyckenborg-57/?navigateSource=resultlist,20220128_004324,"€ 275,000 kosten koper","€ 2,619    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1981,Living area105 m²Other space inside the building51 m²External storage space10 m²,105 m²,51 m²,10 m²,203 m²,513 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,E        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2019, in ownership)",203 m²,Full ownership,Back garden,60 m² (5 meter deep and 12 meter broad),Located at the east accessible via the rear,Detached wooden storage,Attached brick garage and built-in,2 cars,Loft and electricity,Parking on private property and public parking,no
