header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
IJsselmondestraat 33,3114 XM Schiedam        ,https://www.funda.nl/en/koop/schiedam/huis-42672234-ijsselmondestraat-33/?navigateSource=resultlist,20220127_201109,"€ 425,000 kosten koper","€ 2,690    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (158 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1928,Living area158 m²Exterior space attached to the building5 m²,158 m²,5 m²,75 m²,524 m³,6 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,Bath and toilet,3 stories,Optical fibre,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",75 m²,Full ownership,In residential district,Back garden,"13 m² (5,89 meter deep and 2,15 meter broad)",Located at the north,Public parking,no
