header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,error
Jacob Obrechtstraat 19 H,1071 KD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-42425031-jacob-obrechtstraat-19-h/?navigateSource=resultlist,20220130_232126,"€ 690,000 kosten koper",4 months,Available,Available in consultation,Garage,Resale property,Running water,"22 m² (16,5 meter deep and 2 meter broad)",no
